,loss,accuracy,val_loss,val_accuracy
0,1.6988739967346191,0.2861085534095764,1.4665610790252686,0.560661792755127
1,1.315237045288086,0.4977000951766968,1.4867035150527954,0.5091911554336548
2,1.000311255455017,0.6895124316215515,0.9408033490180969,0.7886029481887817
3,0.8380764126777649,0.7732290625572205,0.5419079065322876,0.8805146813392639
4,0.7207849621772766,0.8233670592308044,0.4175783693790436,0.8878676295280457
5,0.6659084558486938,0.8472861051559448,0.3756275475025177,0.8952205777168274
6,0.597124457359314,0.8693652153015137,0.33756718039512634,0.9007353186607361
7,0.5674326419830322,0.8868445158004761,0.3261600434780121,0.90625
8,0.5223808288574219,0.9047837853431702,0.3056424856185913,0.9099264740943909
9,0.4724422097206116,0.9176632761955261,0.2919827401638031,0.9246323704719543
10,0.45694297552108765,0.9185832738876343,0.27421098947525024,0.9172794222831726
11,0.42390182614326477,0.9282428622245789,0.2621426582336426,0.9264705777168274
12,0.39521703124046326,0.935602605342865,0.24135544896125793,0.935661792755127
13,0.3748372495174408,0.9415823221206665,0.229226753115654,0.9466911554336548
14,0.3568471670150757,0.9475620985031128,0.22357802093029022,0.9466911554336548
15,0.3445630669593811,0.9484820365905762,0.2074458748102188,0.9558823704719543
16,0.32696425914764404,0.956301748752594,0.19970229268074036,0.9613970518112183
17,0.30565837025642395,0.9595215916633606,0.18434329330921173,0.9632353186607361
18,0.3009662926197052,0.9595215916633606,0.17889413237571716,0.966911792755127
19,0.28177011013031006,0.9659613370895386,0.17481927573680878,0.966911792755127
20,0.2700945734977722,0.9659613370895386,0.1606539785861969,0.9742646813392639
21,0.2535190284252167,0.9737810492515564,0.15415993332862854,0.96875
22,0.2425013780593872,0.9724010825157166,0.15027838945388794,0.9779411554336548
23,0.24124325811862946,0.9687212705612183,0.13959012925624847,0.9779411554336548
24,0.22800137102603912,0.9783808588981628,0.13364367187023163,0.9761029481887817
25,0.2383548617362976,0.9724010825157166,0.12464764714241028,0.9797794222831726
26,0.2140282243490219,0.9802207946777344,0.12539352476596832,0.9779411554336548
27,0.20868949592113495,0.979300856590271,0.11933426558971405,0.9816176295280457
28,0.19358384609222412,0.9862005710601807,0.11421272903680801,0.9797794222831726
29,0.18873117864131927,0.9825206995010376,0.10897985845804214,0.9797794222831726
30,0.19208188354969025,0.9788408279418945,0.11047104001045227,0.9834558963775635
31,0.18355081975460052,0.9848206043243408,0.10672933608293533,0.9834558963775635
32,0.17394958436489105,0.9880405068397522,0.09951046109199524,0.9834558963775635
33,0.1631755530834198,0.9852805733680725,0.09505989402532578,0.9834558963775635
34,0.1594807356595993,0.9862005710601807,0.09445540606975555,0.9852941036224365
35,0.16017532348632812,0.987120509147644,0.08848284184932709,0.9834558963775635
